complaint_id,created_at,channel,citizen_comment,complaint_category,department,district,village,sentiment,urgency_level,priority_score,status,response_time_hours,resolution_time_days,sla_met,engagement_score,year,month,month_name,quarter,day_of_week,is_resolved,sla_met_flag,is_critical,priority_bucket
CMP-06875,2025-03-29 11:31:26,Instagram,Penerangan jalan di Beji sangat minim.,Street Lighting,Dinas Perhubungan,Junrejo,Beji,Neutral,High,83,Resolved,23.6,2.59,No,3050,2025,3,March,1,Saturday,1,0,0,High
CMP-07598,2025-03-29 12:14:22,Website,Tempat pembuangan di Dadaprejo sudah penuh.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Dadaprejo,Negative,Medium,65,In Progress,38.44,,No,2611,2025,3,March,1,Saturday,0,0,0,Medium
CMP-06469,2025-03-29 20:11:53,Website,Drainase di Dadaprejo tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Bumiaji,Dadaprejo,Negative,High,75,Open,17.64,,No,700,2025,3,March,1,Saturday,0,0,0,High
CMP-04809,2025-03-29 22:14:11,Call Center,Pelayanan administrasi di Punten terlalu lama.,Administrative Services,Dinas Kependudukan,Bumiaji,Punten,Negative,High,74,Resolved,21.97,5.04,No,1821,2025,3,March,1,Saturday,1,0,0,High
CMP-03383,2025-03-29 23:20:14,Instagram,Trotoar di Punten dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Batu,Punten,Negative,Low,11,Resolved,99.85,7.95,No,2520,2025,3,March,1,Saturday,1,0,0,Low
CMP-00320,2025-03-29 23:37:49,LAPOR!,Akses WiFi publik di Mojorejo tidak dapat digunakan.,Public WiFi,DISKOMINFO,Batu,Mojorejo,Negative,Medium,49,Resolved,27.27,4.69,No,2274,2025,3,March,1,Saturday,1,0,0,Medium
CMP-02399,2025-03-30 01:44:23,WhatsApp,Banyak kendaraan parkir sembarangan di Songgokerto.,Illegal Parking,Dinas Perhubungan,Bumiaji,Songgokerto,Negative,Critical,95,Resolved,2.22,3.74,No,3727,2025,3,March,1,Sunday,1,0,1,Critical
CMP-08694,2025-03-30 10:22:09,Call Center,Jalan di wilayah Dadaprejo berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Batu,Dadaprejo,Negative,Medium,40,In Progress,46.39,,No,3272,2025,3,March,1,Sunday,0,0,0,Medium
CMP-09016,2025-03-30 10:50:39,WhatsApp,Ketertiban umum di Mojorejo perlu ditingkatkan.,Public Safety,Satpol PP,Batu,Mojorejo,Negative,Medium,43,Resolved,36.27,9.26,No,3896,2025,3,March,1,Sunday,1,0,0,Medium
CMP-06131,2025-03-30 11:17:27,WhatsApp,Pelayanan wisata di Dadaprejo belum optimal.,Tourism Services,Dinas Pariwisata,Junrejo,Dadaprejo,Negative,Low,39,In Progress,32.65,,Yes,1804,2025,3,March,1,Sunday,0,1,0,Low
CMP-04509,2025-03-30 14:48:35,TikTok,Sampah menumpuk di area Temas dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Bumiaji,Temas,Negative,Low,19,Resolved,79.04,11.79,No,863,2025,3,March,1,Sunday,1,0,0,Low
CMP-06395,2025-03-30 16:58:15,LAPOR!,Trotoar di Ngaglik dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Bumiaji,Ngaglik,Negative,Low,10,In Progress,61.54,,Yes,4501,2025,3,March,1,Sunday,0,1,0,Low
CMP-09606,2025-03-31 00:50:57,Website,Bau sampah sangat mengganggu warga di Sisir.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Sisir,Negative,Low,27,Resolved,104.12,4.7,No,3724,2025,3,March,1,Monday,1,0,0,Low
CMP-08698,2025-03-31 02:40:33,Call Center,Drainase di Ngaglik tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Bumiaji,Ngaglik,Negative,Medium,50,Open,35.9,,No,981,2025,3,March,1,Monday,0,0,0,Medium
CMP-02019,2025-03-31 03:01:39,WhatsApp,Fasilitas wisata di Tulungrejo perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Tulungrejo,Negative,Low,21,In Progress,62.48,,Yes,3479,2025,3,March,1,Monday,0,1,0,Low
CMP-00293,2025-03-31 04:08:32,LAPOR!,WiFi publik di Punten sangat lambat.,Public WiFi,DISKOMINFO,Bumiaji,Punten,Neutral,High,83,Resolved,23.13,4.9,No,1437,2025,3,March,1,Monday,1,0,0,High
CMP-00713,2025-03-31 07:03:03,Call Center,Banjir kecil mengganggu aktivitas warga di Sisir.,Flooding,Dinas PUPR,Batu,Sisir,Neutral,Medium,53,In Progress,41.85,,No,4109,2025,3,March,1,Monday,0,0,0,Medium
CMP-07161,2025-03-31 09:54:53,Instagram,Pelayanan wisata di Songgokerto belum optimal.,Tourism Services,Dinas Pariwisata,Bumiaji,Songgokerto,Neutral,Low,11,Resolved,26.71,7.05,Yes,2538,2025,3,March,1,Monday,1,1,0,Low
CMP-08991,2025-03-31 13:21:32,Website,Banyak lubang di jalan Punten yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Junrejo,Punten,Negative,Low,32,Resolved,91.3,6.25,No,3504,2025,3,March,1,Monday,1,0,0,Low
CMP-01996,2025-03-31 16:48:57,Call Center,Drainase di Sisir tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Batu,Sisir,Negative,Low,16,Resolved,95.96,4.43,No,1699,2025,3,March,1,Monday,1,0,0,Low
CMP-05263,2025-03-31 19:24:03,Website,Lampu jalan di Temas mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Bumiaji,Temas,Negative,Low,26,Open,43.09,,Yes,1239,2025,3,March,1,Monday,0,1,0,Low
CMP-02535,2025-03-31 19:55:37,Instagram,Genangan air sering terjadi di Sisir saat hujan.,Flooding,Dinas PUPR,Junrejo,Sisir,Neutral,Medium,49,Open,36.45,,No,1009,2025,3,March,1,Monday,0,0,0,Medium
CMP-03074,2025-03-31 20:15:53,Instagram,WiFi publik di Mojorejo sangat lambat.,Public WiFi,DISKOMINFO,Batu,Mojorejo,Neutral,Medium,54,Resolved,38.96,8.27,No,659,2025,3,March,1,Monday,1,0,0,Medium
CMP-07696,2025-04-01 01:51:22,Call Center,Lampu jalan di Beji mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Bumiaji,Beji,Negative,Medium,53,Resolved,22.54,4.23,Yes,1910,2025,4,April,2,Tuesday,1,1,0,Medium
CMP-00679,2025-04-01 10:45:08,Call Center,Fasilitas wisata di Dadaprejo perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Bumiaji,Dadaprejo,Neutral,High,82,Resolved,20.33,5.04,No,2961,2025,4,April,2,Tuesday,1,0,0,High
CMP-06298,2025-04-01 11:43:23,Call Center,Banjir kecil mengganggu aktivitas warga di Ngaglik.,Flooding,Dinas PUPR,Batu,Ngaglik,Negative,Medium,52,Resolved,22.06,6.86,Yes,4601,2025,4,April,2,Tuesday,1,1,0,Medium
CMP-00310,2025-04-01 15:53:11,Website,Pedagang kaki lima di Songgokerto mengganggu ketertiban.,Public Safety,Satpol PP,Batu,Songgokerto,Neutral,High,81,Resolved,7.81,4.93,Yes,4696,2025,4,April,2,Tuesday,1,1,0,High
CMP-02087,2025-04-01 16:53:06,Call Center,Lampu jalan di Mojorejo mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Junrejo,Mojorejo,Negative,Medium,55,Resolved,23.99,6.12,Yes,4068,2025,4,April,2,Tuesday,1,1,0,Medium
CMP-06890,2025-04-01 18:12:02,LAPOR!,Genangan air sering terjadi di Punten saat hujan.,Flooding,Dinas PUPR,Batu,Punten,Negative,High,73,Open,10.27,,No,2088,2025,4,April,2,Tuesday,0,0,0,High
CMP-07496,2025-04-01 23:56:11,WhatsApp,Pelayanan administrasi di Dadaprejo terlalu lama.,Administrative Services,Dinas Kependudukan,Bumiaji,Dadaprejo,Negative,Medium,48,Resolved,33.03,8.72,No,1538,2025,4,April,2,Tuesday,1,0,0,Medium
CMP-07286,2025-04-02 01:50:04,Website,Sampah menumpuk di area Tulungrejo dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Batu,Tulungrejo,Neutral,Low,12,Resolved,68.37,10.81,Yes,153,2025,4,April,2,Wednesday,1,1,0,Low
CMP-08197,2025-04-02 02:54:27,TikTok,Trotoar di Temas dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Junrejo,Temas,Negative,High,80,Resolved,2.37,6.9,Yes,4142,2025,4,April,2,Wednesday,1,1,0,High
CMP-06164,2025-04-02 05:43:31,TikTok,Genangan air sering terjadi di Dadaprejo saat hujan.,Flooding,Dinas PUPR,Bumiaji,Dadaprejo,Neutral,High,89,Open,7.07,,Yes,3636,2025,4,April,2,Wednesday,0,1,0,High
CMP-08669,2025-04-02 06:40:57,Call Center,Pelayanan wisata di Tulungrejo belum optimal.,Tourism Services,Dinas Pariwisata,Bumiaji,Tulungrejo,Neutral,Critical,100,In Progress,2.38,,No,1431,2025,4,April,2,Wednesday,0,0,1,Critical
CMP-05482,2025-04-02 07:53:31,TikTok,Pelayanan administrasi di Songgokerto terlalu lama.,Administrative Services,Dinas Kependudukan,Junrejo,Songgokerto,Negative,Low,36,In Progress,79.26,,No,419,2025,4,April,2,Wednesday,0,0,0,Low
CMP-02593,2025-04-02 08:26:37,Website,Aspal rusak parah di daerah Tulungrejo dan belum diperbaiki.,Road Infrastructure,Dinas PUPR,Batu,Tulungrejo,Negative,Medium,47,Resolved,8.82,8.28,Yes,2059,2025,4,April,2,Wednesday,1,1,0,Medium
CMP-07526,2025-04-02 08:32:19,Instagram,Genangan air sering terjadi di Dadaprejo saat hujan.,Flooding,Dinas PUPR,Junrejo,Dadaprejo,Negative,Low,25,Resolved,42.31,5.95,Yes,1822,2025,4,April,2,Wednesday,1,1,0,Low
CMP-00104,2025-04-02 09:00:50,Instagram,Air PDAM di Ngaglik keruh dan tidak layak digunakan.,Clean Water,PDAM,Batu,Ngaglik,Negative,Medium,43,Resolved,27.05,8.22,No,4214,2025,4,April,2,Wednesday,1,0,0,Medium
CMP-05003,2025-04-02 09:43:45,Website,Sampah menumpuk di area Songgokerto dan belum diangkut.,Waste Management,Dinas Lingkungan Hidup,Batu,Songgokerto,Negative,Critical,91,Open,1.03,,Yes,1144,2025,4,April,2,Wednesday,0,1,1,Critical
CMP-09909,2025-04-02 11:20:53,LAPOR!,Jalan di wilayah Sisir berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Junrejo,Sisir,Negative,High,76,Resolved,12.25,2.06,No,4718,2025,4,April,2,Wednesday,1,0,0,High
CMP-06857,2025-04-02 12:51:14,LAPOR!,Proses pembuatan dokumen di Ngaglik kurang efisien.,Administrative Services,Dinas Kependudukan,Junrejo,Ngaglik,Negative,Critical,98,In Progress,5.41,,No,102,2025,4,April,2,Wednesday,0,0,1,Critical
CMP-08867,2025-04-02 13:13:34,TikTok,Trotoar di Sisir dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Bumiaji,Sisir,Negative,High,82,Open,21.7,,No,3602,2025,4,April,2,Wednesday,0,0,0,High
CMP-07014,2025-04-02 13:14:23,Call Center,Banyak kendaraan parkir sembarangan di Ngaglik.,Illegal Parking,Dinas Perhubungan,Junrejo,Ngaglik,Negative,High,88,Resolved,19.55,6.62,No,1871,2025,4,April,2,Wednesday,1,0,0,High
CMP-09487,2025-04-02 15:18:33,Call Center,Bau sampah sangat mengganggu warga di Songgokerto.,Waste Management,Dinas Lingkungan Hidup,Batu,Songgokerto,Negative,Low,16,In Progress,49.82,,Yes,4533,2025,4,April,2,Wednesday,0,1,0,Low
CMP-02359,2025-04-02 16:00:40,LAPOR!,Air PDAM di Gunungsari keruh dan tidak layak digunakan.,Clean Water,PDAM,Junrejo,Gunungsari,Neutral,Medium,43,In Progress,34.07,,No,477,2025,4,April,2,Wednesday,0,0,0,Medium
CMP-04130,2025-04-02 18:20:32,TikTok,Jaringan internet gratis di Gunungsari sering putus.,Public WiFi,DISKOMINFO,Bumiaji,Gunungsari,Negative,Low,14,Open,82.06,,No,2750,2025,4,April,2,Wednesday,0,0,0,Low
CMP-05880,2025-04-02 18:54:50,TikTok,Fasilitas wisata di Gunungsari perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Junrejo,Gunungsari,Negative,Critical,95,In Progress,4.58,,No,2441,2025,4,April,2,Wednesday,0,0,1,Critical
CMP-06367,2025-04-02 22:13:00,LAPOR!,Pedagang kaki lima di Mojorejo mengganggu ketertiban.,Public Safety,Satpol PP,Junrejo,Mojorejo,Negative,Low,24,Resolved,48.2,11.19,Yes,4738,2025,4,April,2,Wednesday,1,1,0,Low
CMP-03141,2025-04-02 22:19:49,Instagram,Genangan air sering terjadi di Temas saat hujan.,Flooding,Dinas PUPR,Junrejo,Temas,Negative,Low,37,In Progress,37.05,,Yes,3337,2025,4,April,2,Wednesday,0,1,0,Low
CMP-01298,2025-04-03 00:13:14,LAPOR!,Trotoar di Sisir dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Batu,Sisir,Negative,High,88,Resolved,13.2,5.97,No,3263,2025,4,April,2,Thursday,1,0,0,High
CMP-04006,2025-04-03 02:35:37,Instagram,Bau sampah sangat mengganggu warga di Sisir.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Sisir,Negative,Medium,42,Open,42.44,,No,3315,2025,4,April,2,Thursday,0,0,0,Medium
CMP-08739,2025-04-03 03:29:06,Website,Penerangan jalan di Tulungrejo sangat minim.,Street Lighting,Dinas Perhubungan,Bumiaji,Tulungrejo,Negative,High,80,In Progress,19.59,,No,1089,2025,4,April,2,Thursday,0,0,0,High
CMP-09987,2025-04-03 05:42:31,WhatsApp,Informasi destinasi wisata di Beji kurang jelas.,Tourism Services,Dinas Pariwisata,Junrejo,Beji,Negative,Low,14,Resolved,80.9,12.48,No,3899,2025,4,April,2,Thursday,1,0,0,Low
CMP-04100,2025-04-03 07:31:19,Website,Lampu jalan di Ngaglik mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Junrejo,Ngaglik,Negative,Low,19,Resolved,63.78,12.46,Yes,710,2025,4,April,2,Thursday,1,1,0,Low
CMP-06016,2025-04-03 07:36:44,Website,Parkir liar di Temas mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Batu,Temas,Neutral,Medium,41,Resolved,9.15,7.72,Yes,3021,2025,4,April,2,Thursday,1,1,0,Medium
CMP-09432,2025-04-03 10:19:53,Instagram,Proses pembuatan dokumen di Beji kurang efisien.,Administrative Services,Dinas Kependudukan,Junrejo,Beji,Negative,Low,24,In Progress,30.5,,Yes,366,2025,4,April,2,Thursday,0,1,0,Low
CMP-07689,2025-04-03 10:30:31,Call Center,Lampu jalan di Punten mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Junrejo,Punten,Negative,Low,11,Resolved,92.87,12.19,No,4456,2025,4,April,2,Thursday,1,0,0,Low
CMP-03993,2025-04-03 14:01:54,Instagram,Lampu jalan di Songgokerto mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Batu,Songgokerto,Negative,High,72,Open,9.21,,No,3664,2025,4,April,2,Thursday,0,0,0,High
CMP-02026,2025-04-03 19:27:37,WhatsApp,Tekanan air di Temas sangat kecil.,Clean Water,PDAM,Junrejo,Temas,Negative,Low,25,Resolved,103.63,5.18,No,1721,2025,4,April,2,Thursday,1,0,0,Low
CMP-05661,2025-04-03 20:19:07,Instagram,Informasi destinasi wisata di Dadaprejo kurang jelas.,Tourism Services,Dinas Pariwisata,Bumiaji,Dadaprejo,Neutral,Medium,63,In Progress,18.44,,Yes,3167,2025,4,April,2,Thursday,0,1,0,Medium
CMP-03541,2025-04-03 20:59:42,Call Center,WiFi publik di Mojorejo sangat lambat.,Public WiFi,DISKOMINFO,Batu,Mojorejo,Negative,Low,36,In Progress,88.42,,No,4069,2025,4,April,2,Thursday,0,0,0,Low
CMP-03957,2025-04-03 23:34:10,Instagram,Penerangan jalan di Punten sangat minim.,Street Lighting,Dinas Perhubungan,Junrejo,Punten,Neutral,Medium,65,Resolved,18.78,4.61,Yes,178,2025,4,April,2,Thursday,1,1,0,Medium
CMP-02709,2025-04-03 23:57:27,Instagram,Genangan air sering terjadi di Punten saat hujan.,Flooding,Dinas PUPR,Junrejo,Punten,Negative,High,77,In Progress,4.34,,Yes,448,2025,4,April,2,Thursday,0,1,0,High
CMP-05726,2025-04-04 01:43:08,Website,Akses WiFi publik di Tulungrejo tidak dapat digunakan.,Public WiFi,DISKOMINFO,Junrejo,Tulungrejo,Negative,Low,13,Open,108.91,,No,190,2025,4,April,2,Friday,0,0,0,Low
CMP-01029,2025-04-04 09:56:56,Website,Jalan di wilayah Songgokerto berlubang dan membahayakan pengguna.,Road Infrastructure,Dinas PUPR,Junrejo,Songgokerto,Negative,Medium,54,Resolved,33.23,7.93,No,3579,2025,4,April,2,Friday,1,0,0,Medium
CMP-03701,2025-04-04 14:02:42,Call Center,Tekanan air di Temas sangat kecil.,Clean Water,PDAM,Junrejo,Temas,Neutral,High,87,Resolved,13.96,5.42,No,4071,2025,4,April,2,Friday,1,0,0,High
CMP-00161,2025-04-04 16:06:32,Website,Ketertiban umum di Ngaglik perlu ditingkatkan.,Public Safety,Satpol PP,Batu,Ngaglik,Neutral,Medium,69,Resolved,41.01,2.23,No,382,2025,4,April,2,Friday,1,0,0,Medium
CMP-04694,2025-04-04 18:11:02,WhatsApp,Tekanan air di Tulungrejo sangat kecil.,Clean Water,PDAM,Batu,Tulungrejo,Negative,Low,16,Resolved,43.37,12.96,Yes,4157,2025,4,April,2,Friday,1,1,0,Low
CMP-02015,2025-04-04 21:27:36,TikTok,Genangan air sering terjadi di Temas saat hujan.,Flooding,Dinas PUPR,Batu,Temas,Negative,High,87,Resolved,7.07,1.76,Yes,2217,2025,4,April,2,Friday,1,1,0,High
CMP-00836,2025-04-05 01:27:39,WhatsApp,Banjir kecil mengganggu aktivitas warga di Temas.,Flooding,Dinas PUPR,Bumiaji,Temas,Negative,Low,22,Resolved,49.67,13.1,Yes,3042,2025,4,April,2,Saturday,1,1,0,Low
CMP-02766,2025-04-05 03:24:05,Website,Distribusi air di Temas sering terhenti.,Clean Water,PDAM,Batu,Temas,Negative,Critical,97,Resolved,2.29,4.47,No,862,2025,4,April,2,Saturday,1,0,1,Critical
CMP-09804,2025-04-05 03:37:02,TikTok,Banyak kendaraan parkir sembarangan di Punten.,Illegal Parking,Dinas Perhubungan,Batu,Punten,Negative,High,73,In Progress,11.87,,No,257,2025,4,April,2,Saturday,0,0,0,High
CMP-04814,2025-04-05 04:48:35,LAPOR!,Informasi destinasi wisata di Ngaglik kurang jelas.,Tourism Services,Dinas Pariwisata,Batu,Ngaglik,Neutral,Low,12,Resolved,97.85,6.39,No,2067,2025,4,April,2,Saturday,1,0,0,Low
CMP-01876,2025-04-05 04:48:41,TikTok,Air PDAM di Songgokerto keruh dan tidak layak digunakan.,Clean Water,PDAM,Junrejo,Songgokerto,Negative,Medium,58,Resolved,18.28,5.01,Yes,3532,2025,4,April,2,Saturday,1,1,0,Medium
CMP-02341,2025-04-05 05:30:11,Website,Distribusi air di Sisir sering terhenti.,Clean Water,PDAM,Junrejo,Sisir,Negative,Medium,63,Resolved,14.58,3.01,Yes,4252,2025,4,April,2,Saturday,1,1,0,Medium
CMP-03189,2025-04-05 07:03:51,Call Center,Bau sampah sangat mengganggu warga di Dadaprejo.,Waste Management,Dinas Lingkungan Hidup,Batu,Dadaprejo,Neutral,Medium,63,Resolved,36.38,3.87,No,4523,2025,4,April,2,Saturday,1,0,0,Medium
CMP-08114,2025-04-05 07:12:20,Instagram,Informasi destinasi wisata di Ngaglik kurang jelas.,Tourism Services,Dinas Pariwisata,Junrejo,Ngaglik,Negative,High,77,Resolved,3.35,2.73,Yes,3362,2025,4,April,2,Saturday,1,1,0,High
CMP-05343,2025-04-05 08:28:34,TikTok,Bau sampah sangat mengganggu warga di Songgokerto.,Waste Management,Dinas Lingkungan Hidup,Batu,Songgokerto,Negative,Medium,51,Resolved,14.75,8.99,Yes,1534,2025,4,April,2,Saturday,1,1,0,Medium
CMP-09555,2025-04-05 11:42:24,TikTok,Bau sampah sangat mengganggu warga di Temas.,Waste Management,Dinas Lingkungan Hidup,Junrejo,Temas,Neutral,Medium,46,In Progress,9.82,,Yes,1705,2025,4,April,2,Saturday,0,1,0,Medium
CMP-05161,2025-04-05 12:16:44,Instagram,Jaringan internet gratis di Gunungsari sering putus.,Public WiFi,DISKOMINFO,Bumiaji,Gunungsari,Neutral,High,88,Resolved,10.29,3.06,No,3376,2025,4,April,2,Saturday,1,0,0,High
CMP-09458,2025-04-05 12:22:33,WhatsApp,Banjir kecil mengganggu aktivitas warga di Songgokerto.,Flooding,Dinas PUPR,Junrejo,Songgokerto,Neutral,High,71,Resolved,14.82,2.47,No,1070,2025,4,April,2,Saturday,1,0,0,High
CMP-01031,2025-04-05 15:13:16,Instagram,Proses pembuatan dokumen di Beji kurang efisien.,Administrative Services,Dinas Kependudukan,Junrejo,Beji,Negative,Medium,58,In Progress,38.92,,No,1912,2025,4,April,2,Saturday,0,0,0,Medium
CMP-06079,2025-04-05 16:26:29,TikTok,Banjir kecil mengganggu aktivitas warga di Songgokerto.,Flooding,Dinas PUPR,Bumiaji,Songgokerto,Negative,High,87,Resolved,17.63,6.56,No,2898,2025,4,April,2,Saturday,1,0,0,High
CMP-00604,2025-04-05 17:36:19,LAPOR!,Air PDAM di Songgokerto keruh dan tidak layak digunakan.,Clean Water,PDAM,Bumiaji,Songgokerto,Negative,Medium,64,Open,12.95,,Yes,4939,2025,4,April,2,Saturday,0,1,0,Medium
CMP-06464,2025-04-05 20:02:02,Website,Genangan air sering terjadi di Beji saat hujan.,Flooding,Dinas PUPR,Batu,Beji,Negative,High,85,Open,6.09,,Yes,1149,2025,4,April,2,Saturday,0,1,0,High
CMP-01476,2025-04-05 20:14:37,LAPOR!,Fasilitas wisata di Sisir perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Junrejo,Sisir,Negative,Medium,47,Open,24.27,,No,294,2025,4,April,2,Saturday,0,0,0,Medium
CMP-00820,2025-04-05 21:38:09,TikTok,Lampu jalan di Tulungrejo mati sejak beberapa hari lalu.,Street Lighting,Dinas Perhubungan,Batu,Tulungrejo,Negative,Medium,49,Resolved,46.18,7.22,No,3085,2025,4,April,2,Saturday,1,0,0,Medium
CMP-01325,2025-04-05 22:19:10,Call Center,Fasilitas wisata di Mojorejo perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Mojorejo,Negative,Medium,62,Resolved,40.05,6.29,No,409,2025,4,April,2,Saturday,1,0,0,Medium
CMP-07688,2025-04-06 00:25:48,LAPOR!,Informasi destinasi wisata di Beji kurang jelas.,Tourism Services,Dinas Pariwisata,Junrejo,Beji,Negative,Medium,47,Resolved,13.76,5.66,Yes,3271,2025,4,April,2,Sunday,1,1,0,Medium
CMP-06128,2025-04-06 01:11:45,Website,Drainase di Temas tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Batu,Temas,Negative,Medium,66,In Progress,37.11,,No,2033,2025,4,April,2,Sunday,0,0,0,Medium
CMP-06911,2025-04-06 01:15:03,Instagram,Jaringan internet gratis di Songgokerto sering putus.,Public WiFi,DISKOMINFO,Junrejo,Songgokerto,Negative,Low,10,Open,95.74,,No,2522,2025,4,April,2,Sunday,0,0,0,Low
CMP-00105,2025-04-06 02:44:12,LAPOR!,Lampu jalan rusak di kawasan Mojorejo.,Street Lighting,Dinas Perhubungan,Bumiaji,Mojorejo,Negative,High,86,In Progress,16.15,,No,265,2025,4,April,2,Sunday,0,0,0,High
CMP-03975,2025-04-06 03:39:10,Call Center,Distribusi air di Tulungrejo sering terhenti.,Clean Water,PDAM,Junrejo,Tulungrejo,Neutral,Medium,64,Resolved,23.37,7.06,Yes,1668,2025,4,April,2,Sunday,1,1,0,Medium
CMP-00172,2025-04-06 03:49:47,Instagram,Drainase di Mojorejo tidak berfungsi dengan baik.,Flooding,Dinas PUPR,Junrejo,Mojorejo,Negative,Low,36,Open,55.8,,Yes,907,2025,4,April,2,Sunday,0,1,0,Low
CMP-00484,2025-04-06 05:20:32,Website,Genangan air sering terjadi di Temas saat hujan.,Flooding,Dinas PUPR,Junrejo,Temas,Negative,High,71,Resolved,7.41,4.23,Yes,331,2025,4,April,2,Sunday,1,1,0,High
CMP-01290,2025-04-06 06:04:27,TikTok,Distribusi air di Songgokerto sering terhenti.,Clean Water,PDAM,Bumiaji,Songgokerto,Negative,High,84,In Progress,14.9,,No,2654,2025,4,April,2,Sunday,0,0,0,High
CMP-02671,2025-04-06 07:02:20,WhatsApp,Antrian pelayanan di Punten sangat panjang.,Administrative Services,Dinas Kependudukan,Batu,Punten,Negative,Critical,98,In Progress,2.74,,No,4173,2025,4,April,2,Sunday,0,0,1,Critical
CMP-06763,2025-04-06 08:58:51,WhatsApp,Air PDAM di Beji keruh dan tidak layak digunakan.,Clean Water,PDAM,Junrejo,Beji,Negative,Medium,57,In Progress,9.78,,Yes,3231,2025,4,April,2,Sunday,0,1,0,Medium
CMP-00959,2025-04-06 09:03:31,Instagram,Aspal rusak parah di daerah Dadaprejo dan belum diperbaiki.,Road Infrastructure,Dinas PUPR,Bumiaji,Dadaprejo,Neutral,Medium,41,Resolved,30.69,9.92,No,1880,2025,4,April,2,Sunday,1,0,0,Medium
CMP-05225,2025-04-06 10:20:57,TikTok,Antrian pelayanan di Temas sangat panjang.,Administrative Services,Dinas Kependudukan,Junrejo,Temas,Negative,High,74,In Progress,11.28,,No,2578,2025,4,April,2,Sunday,0,0,0,High
CMP-05628,2025-04-06 10:44:55,WhatsApp,Fasilitas wisata di Temas perlu ditingkatkan.,Tourism Services,Dinas Pariwisata,Batu,Temas,Negative,Medium,44,Resolved,28.78,8.53,No,4344,2025,4,April,2,Sunday,1,0,0,Medium
CMP-06168,2025-04-06 13:22:46,WhatsApp,Proses pembuatan dokumen di Songgokerto kurang efisien.,Administrative Services,Dinas Kependudukan,Batu,Songgokerto,Negative,Low,39,In Progress,57.25,,Yes,3133,2025,4,April,2,Sunday,0,1,0,Low
CMP-08301,2025-04-06 13:23:46,LAPOR!,Trotoar di Temas dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Junrejo,Temas,Negative,Medium,54,In Progress,39.84,,No,1286,2025,4,April,2,Sunday,0,0,0,Medium
CMP-08328,2025-04-06 15:10:06,Call Center,Distribusi air di Punten sering terhenti.,Clean Water,PDAM,Junrejo,Punten,Negative,Critical,92,Resolved,2.73,4.13,No,3178,2025,4,April,2,Sunday,1,0,1,Critical
CMP-08412,2025-04-06 15:25:15,Website,Parkir liar di Tulungrejo mengganggu akses jalan.,Illegal Parking,Dinas Perhubungan,Junrejo,Tulungrejo,Neutral,Medium,56,Resolved,43.21,3.44,No,1020,2025,4,April,2,Sunday,1,0,0,Medium
CMP-08836,2025-04-06 16:34:40,Instagram,Trotoar di Punten dipenuhi aktivitas yang menghambat pejalan kaki.,Public Safety,Satpol PP,Batu,Punten,Neutral,Medium,57,Resolved,17.09,2.54,Yes,2991,2025,4,April,2,Sunday,1,1,0,Medium
CMP-01879,2025-04-06 17:22:09,TikTok,Distribusi air di Mojorejo sering terhenti.,Clean Water,PDAM,Junrejo,Mojorejo,Negative,Low,18,Resolved,73.4,8.68,No,3760,2025,4,April,2,Sunday,1,0,0,Low
CMP-01622,2025-04-06 19:09:46,Website,Banyak lubang di jalan Mojorejo yang mengganggu kendaraan.,Road Infrastructure,Dinas PUPR,Junrejo,Mojorejo,Negative,High,70,Resolved,12.16,4.31,No,803,2025,4,April,2,Sunday,1,0,0,High
